date,year,month,month_name,day_of_week,day_type,mode,pax_daily
2024-01,2024,1,Jan,Friday,School Holiday Weekday,Metro bus,301800
2024-01,2024,1,Jan,Friday,School Holiday Weekday,Metro train,416500
2024-01,2024,1,Jan,Friday,School Holiday Weekday,Regional bus,28100
2024-01,2024,1,Jan,Friday,School Holiday Weekday,Regional train,47600
2024-01,2024,1,Jan,Friday,School Holiday Weekday,Tram,420900
2024-01,2024,1,Jan,Monday,School Holiday Weekday,Metro bus,310150
2024-01,2024,1,Jan,Monday,School Holiday Weekday,Metro train,447950
2024-01,2024,1,Jan,Monday,School Holiday Weekday,Regional bus,26800
2024-01,2024,1,Jan,Monday,School Holiday Weekday,Regional train,49000
2024-01,2024,1,Jan,Monday,School Holiday Weekday,Tram,414600
2024-01,2024,1,Jan,Saturday,Weekend,Metro bus,205750
2024-01,2024,1,Jan,Saturday,Weekend,Metro train,318550
2024-01,2024,1,Jan,Saturday,Weekend,Regional bus,20500
2024-01,2024,1,Jan,Saturday,Weekend,Regional train,36200
2024-01,2024,1,Jan,Saturday,Weekend,Tram,332600
2024-01,2024,1,Jan,Sunday,Weekend,Metro bus,139500
2024-01,2024,1,Jan,Sunday,Weekend,Metro train,249650
2024-01,2024,1,Jan,Sunday,Weekend,Regional bus,11500
2024-01,2024,1,Jan,Sunday,Weekend,Regional train,26350
2024-01,2024,1,Jan,Sunday,Weekend,Tram,242700
2024-01,2024,1,Jan,Thursday,School Holiday Weekday,Metro bus,328200
2024-01,2024,1,Jan,Thursday,School Holiday Weekday,Metro train,492750
2024-01,2024,1,Jan,Thursday,School Holiday Weekday,Regional bus,28900
2024-01,2024,1,Jan,Thursday,School Holiday Weekday,Regional train,49550
2024-01,2024,1,Jan,Thursday,School Holiday Weekday,Tram,447950
2024-01,2024,1,Jan,Tuesday,Normal Weekday,Metro bus,388550
2024-01,2024,1,Jan,Tuesday,Normal Weekday,Metro train,550550
2024-01,2024,1,Jan,Tuesday,Normal Weekday,Regional bus,31500
2024-01,2024,1,Jan,Tuesday,Normal Weekday,Regional train,55600
2024-01,2024,1,Jan,Tuesday,Normal Weekday,Tram,480200
2024-01,2024,1,Jan,Tuesday,School Holiday Weekday,Metro bus,310450
2024-01,2024,1,Jan,Tuesday,School Holiday Weekday,Metro train,476800
2024-01,2024,1,Jan,Tuesday,School Holiday Weekday,Regional bus,27050
2024-01,2024,1,Jan,Tuesday,School Holiday Weekday,Regional train,51800
2024-01,2024,1,Jan,Tuesday,School Holiday Weekday,Tram,421150
2024-01,2024,1,Jan,Wednesday,Normal Weekday,Metro bus,401700
2024-01,2024,1,Jan,Wednesday,Normal Weekday,Metro train,538650
2024-01,2024,1,Jan,Wednesday,Normal Weekday,Regional bus,33650
2024-01,2024,1,Jan,Wednesday,Normal Weekday,Regional train,56450
2024-01,2024,1,Jan,Wednesday,Normal Weekday,Tram,500800
2024-01,2024,1,Jan,Wednesday,School Holiday Weekday,Metro bus,302050
2024-01,2024,1,Jan,Wednesday,School Holiday Weekday,Metro train,463800
2024-01,2024,1,Jan,Wednesday,School Holiday Weekday,Regional bus,25900
2024-01,2024,1,Jan,Wednesday,School Holiday Weekday,Regional train,52450
2024-01,2024,1,Jan,Wednesday,School Holiday Weekday,Tram,421200
2024-02,2024,2,Feb,Friday,Normal Weekday,Metro bus,404350
2024-02,2024,2,Feb,Friday,Normal Weekday,Metro train,559400
2024-02,2024,2,Feb,Friday,Normal Weekday,Regional bus,38450
2024-02,2024,2,Feb,Friday,Normal Weekday,Regional train,49000
2024-02,2024,2,Feb,Friday,Normal Weekday,Tram,498700
2024-02,2024,2,Feb,Monday,Normal Weekday,Metro bus,413700
2024-02,2024,2,Feb,Monday,Normal Weekday,Metro train,538500
2024-02,2024,2,Feb,Monday,Normal Weekday,Regional bus,37400
2024-02,2024,2,Feb,Monday,Normal Weekday,Regional train,42700
2024-02,2024,2,Feb,Monday,Normal Weekday,Tram,461350
2024-02,2024,2,Feb,Saturday,Weekend,Metro bus,228700
2024-02,2024,2,Feb,Saturday,Weekend,Metro train,385450
2024-02,2024,2,Feb,Saturday,Weekend,Regional bus,19400
2024-02,2024,2,Feb,Saturday,Weekend,Regional train,37600
2024-02,2024,2,Feb,Saturday,Weekend,Tram,428350
2024-02,2024,2,Feb,Sunday,Weekend,Metro bus,157050
2024-02,2024,2,Feb,Sunday,Weekend,Metro train,275700
2024-02,2024,2,Feb,Sunday,Weekend,Regional bus,11550
2024-02,2024,2,Feb,Sunday,Weekend,Regional train,26700
2024-02,2024,2,Feb,Sunday,Weekend,Tram,304600
2024-02,2024,2,Feb,Thursday,Normal Weekday,Metro bus,432150
2024-02,2024,2,Feb,Thursday,Normal Weekday,Metro train,610500
2024-02,2024,2,Feb,Thursday,Normal Weekday,Regional bus,38800
2024-02,2024,2,Feb,Thursday,Normal Weekday,Regional train,57700
2024-02,2024,2,Feb,Thursday,Normal Weekday,Tram,515150
2024-02,2024,2,Feb,Tuesday,Normal Weekday,Metro bus,435650
2024-02,2024,2,Feb,Tuesday,Normal Weekday,Metro train,621100
2024-02,2024,2,Feb,Tuesday,Normal Weekday,Regional bus,38250
2024-02,2024,2,Feb,Tuesday,Normal Weekday,Regional train,58650
2024-02,2024,2,Feb,Tuesday,Normal Weekday,Tram,505750
2024-02,2024,2,Feb,Wednesday,Normal Weekday,Metro bus,430800
2024-02,2024,2,Feb,Wednesday,Normal Weekday,Metro train,625450
2024-02,2024,2,Feb,Wednesday,Normal Weekday,Regional bus,38400
2024-02,2024,2,Feb,Wednesday,Normal Weekday,Regional train,59050
2024-02,2024,2,Feb,Wednesday,Normal Weekday,Tram,514100
2024-03,2024,3,Mar,Friday,Normal Weekday,Metro bus,429300
2024-03,2024,3,Mar,Friday,Normal Weekday,Metro train,619650
2024-03,2024,3,Mar,Friday,Normal Weekday,Regional bus,41350
2024-03,2024,3,Mar,Friday,Normal Weekday,Regional train,47700
2024-03,2024,3,Mar,Friday,Normal Weekday,Tram,545000
2024-03,2024,3,Mar,Monday,Normal Weekday,Metro bus,430500
2024-03,2024,3,Mar,Monday,Normal Weekday,Metro train,595550
2024-03,2024,3,Mar,Monday,Normal Weekday,Regional bus,41400
2024-03,2024,3,Mar,Monday,Normal Weekday,Regional train,57300
2024-03,2024,3,Mar,Monday,Normal Weekday,Tram,516850
2024-03,2024,3,Mar,Saturday,Weekend,Metro bus,234350
2024-03,2024,3,Mar,Saturday,Weekend,Metro train,373450
2024-03,2024,3,Mar,Saturday,Weekend,Regional bus,17850
2024-03,2024,3,Mar,Saturday,Weekend,Regional train,40350
2024-03,2024,3,Mar,Saturday,Weekend,Tram,421900
2024-03,2024,3,Mar,Sunday,Weekend,Metro bus,160850
2024-03,2024,3,Mar,Sunday,Weekend,Metro train,278600
2024-03,2024,3,Mar,Sunday,Weekend,Regional bus,11200
2024-03,2024,3,Mar,Sunday,Weekend,Regional train,29500
2024-03,2024,3,Mar,Sunday,Weekend,Tram,304000
2024-03,2024,3,Mar,Thursday,Normal Weekday,Metro bus,455750
2024-03,2024,3,Mar,Thursday,Normal Weekday,Metro train,719500
2024-03,2024,3,Mar,Thursday,Normal Weekday,Regional bus,43850
2024-03,2024,3,Mar,Thursday,Normal Weekday,Regional train,66850
2024-03,2024,3,Mar,Thursday,Normal Weekday,Tram,572350
2024-03,2024,3,Mar,Tuesday,Normal Weekday,Metro bus,446350
2024-03,2024,3,Mar,Tuesday,Normal Weekday,Metro train,685350
2024-03,2024,3,Mar,Tuesday,Normal Weekday,Regional bus,43050
2024-03,2024,3,Mar,Tuesday,Normal Weekday,Regional train,68300
2024-03,2024,3,Mar,Tuesday,Normal Weekday,Tram,564500
2024-03,2024,3,Mar,Wednesday,Normal Weekday,Metro bus,448250
2024-03,2024,3,Mar,Wednesday,Normal Weekday,Metro train,683550
2024-03,2024,3,Mar,Wednesday,Normal Weekday,Regional bus,43400
2024-03,2024,3,Mar,Wednesday,Normal Weekday,Regional train,68300
2024-03,2024,3,Mar,Wednesday,Normal Weekday,Tram,582900
2024-04,2024,4,Apr,Friday,Normal Weekday,Metro bus,364550
2024-04,2024,4,Apr,Friday,Normal Weekday,Metro train,535250
2024-04,2024,4,Apr,Friday,Normal Weekday,Regional bus,39950
2024-04,2024,4,Apr,Friday,Normal Weekday,Regional train,53150
2024-04,2024,4,Apr,Friday,Normal Weekday,Tram,512800
2024-04,2024,4,Apr,Friday,School Holiday Weekday,Metro bus,347100
2024-04,2024,4,Apr,Friday,School Holiday Weekday,Metro train,567450
2024-04,2024,4,Apr,Friday,School Holiday Weekday,Regional bus,36300
2024-04,2024,4,Apr,Friday,School Holiday Weekday,Regional train,63600
2024-04,2024,4,Apr,Friday,School Holiday Weekday,Tram,533100
2024-04,2024,4,Apr,Monday,Normal Weekday,Metro bus,382800
2024-04,2024,4,Apr,Monday,Normal Weekday,Metro train,566800
2024-04,2024,4,Apr,Monday,Normal Weekday,Regional bus,40950
2024-04,2024,4,Apr,Monday,Normal Weekday,Regional train,56450
2024-04,2024,4,Apr,Monday,Normal Weekday,Tram,475750
2024-04,2024,4,Apr,Monday,School Holiday Weekday,Metro bus,354900
2024-04,2024,4,Apr,Monday,School Holiday Weekday,Metro train,547950
2024-04,2024,4,Apr,Monday,School Holiday Weekday,Regional bus,35200
2024-04,2024,4,Apr,Monday,School Holiday Weekday,Regional train,60550
2024-04,2024,4,Apr,Monday,School Holiday Weekday,Tram,497250
2024-04,2024,4,Apr,Saturday,Weekend,Metro bus,225550
2024-04,2024,4,Apr,Saturday,Weekend,Metro train,382700
2024-04,2024,4,Apr,Saturday,Weekend,Regional bus,18000
2024-04,2024,4,Apr,Saturday,Weekend,Regional train,41000
2024-04,2024,4,Apr,Saturday,Weekend,Tram,479500
2024-04,2024,4,Apr,Sunday,Weekend,Metro bus,152650
2024-04,2024,4,Apr,Sunday,Weekend,Metro train,245700
2024-04,2024,4,Apr,Sunday,Weekend,Regional bus,10800
2024-04,2024,4,Apr,Sunday,Weekend,Regional train,28350
2024-04,2024,4,Apr,Sunday,Weekend,Tram,333700
2024-04,2024,4,Apr,Thursday,Normal Weekday,Metro bus,407950
2024-04,2024,4,Apr,Thursday,Normal Weekday,Metro train,693100
2024-04,2024,4,Apr,Thursday,Normal Weekday,Regional bus,43000
2024-04,2024,4,Apr,Thursday,Normal Weekday,Regional train,62300
2024-04,2024,4,Apr,Thursday,Normal Weekday,Tram,552900
2024-04,2024,4,Apr,Thursday,School Holiday Weekday,Metro bus,375550
2024-04,2024,4,Apr,Thursday,School Holiday Weekday,Metro train,640300
2024-04,2024,4,Apr,Thursday,School Holiday Weekday,Regional bus,37650
2024-04,2024,4,Apr,Thursday,School Holiday Weekday,Regional train,66300
2024-04,2024,4,Apr,Thursday,School Holiday Weekday,Tram,558550
2024-04,2024,4,Apr,Tuesday,Normal Weekday,Metro bus,410150
2024-04,2024,4,Apr,Tuesday,Normal Weekday,Metro train,662850
2024-04,2024,4,Apr,Tuesday,Normal Weekday,Regional bus,42200
2024-04,2024,4,Apr,Tuesday,Normal Weekday,Regional train,63000
2024-04,2024,4,Apr,Tuesday,Normal Weekday,Tram,532300
2024-04,2024,4,Apr,Tuesday,School Holiday Weekday,Metro bus,333500
2024-04,2024,4,Apr,Tuesday,School Holiday Weekday,Metro train,551450
2024-04,2024,4,Apr,Tuesday,School Holiday Weekday,Regional bus,33350
2024-04,2024,4,Apr,Tuesday,School Holiday Weekday,Regional train,60150
2024-04,2024,4,Apr,Tuesday,School Holiday Weekday,Tram,498300
2024-04,2024,4,Apr,Wednesday,Normal Weekday,Metro bus,406900
2024-04,2024,4,Apr,Wednesday,Normal Weekday,Metro train,691700
2024-04,2024,4,Apr,Wednesday,Normal Weekday,Regional bus,44300
2024-04,2024,4,Apr,Wednesday,Normal Weekday,Regional train,65600
2024-04,2024,4,Apr,Wednesday,Normal Weekday,Tram,554300
2024-04,2024,4,Apr,Wednesday,School Holiday Weekday,Metro bus,356300
2024-04,2024,4,Apr,Wednesday,School Holiday Weekday,Metro train,585350
2024-04,2024,4,Apr,Wednesday,School Holiday Weekday,Regional bus,35700
2024-04,2024,4,Apr,Wednesday,School Holiday Weekday,Regional train,63500
2024-04,2024,4,Apr,Wednesday,School Holiday Weekday,Tram,542050
2024-05,2024,5,May,Friday,Normal Weekday,Metro bus,360800
2024-05,2024,5,May,Friday,Normal Weekday,Metro train,572100
2024-05,2024,5,May,Friday,Normal Weekday,Regional bus,40400
2024-05,2024,5,May,Friday,Normal Weekday,Regional train,57300
2024-05,2024,5,May,Friday,Normal Weekday,Tram,481350
2024-05,2024,5,May,Monday,Normal Weekday,Metro bus,365150
2024-05,2024,5,May,Monday,Normal Weekday,Metro train,533700
2024-05,2024,5,May,Monday,Normal Weekday,Regional bus,39150
2024-05,2024,5,May,Monday,Normal Weekday,Regional train,52650
2024-05,2024,5,May,Monday,Normal Weekday,Tram,439300
2024-05,2024,5,May,Saturday,Weekend,Metro bus,222700
2024-05,2024,5,May,Saturday,Weekend,Metro train,365900
2024-05,2024,5,May,Saturday,Weekend,Regional bus,17350
2024-05,2024,5,May,Saturday,Weekend,Regional train,42050
2024-05,2024,5,May,Saturday,Weekend,Tram,400800
2024-05,2024,5,May,Sunday,Weekend,Metro bus,148000
2024-05,2024,5,May,Sunday,Weekend,Metro train,253350
2024-05,2024,5,May,Sunday,Weekend,Regional bus,10200
2024-05,2024,5,May,Sunday,Weekend,Regional train,32350
2024-05,2024,5,May,Sunday,Weekend,Tram,278300
2024-05,2024,5,May,Thursday,Normal Weekday,Metro bus,390200
2024-05,2024,5,May,Thursday,Normal Weekday,Metro train,642700
2024-05,2024,5,May,Thursday,Normal Weekday,Regional bus,42450
2024-05,2024,5,May,Thursday,Normal Weekday,Regional train,62100
2024-05,2024,5,May,Thursday,Normal Weekday,Tram,508300
2024-05,2024,5,May,Tuesday,Normal Weekday,Metro bus,392100
2024-05,2024,5,May,Tuesday,Normal Weekday,Metro train,622600
2024-05,2024,5,May,Tuesday,Normal Weekday,Regional bus,41550
2024-05,2024,5,May,Tuesday,Normal Weekday,Regional train,60750
2024-05,2024,5,May,Tuesday,Normal Weekday,Tram,487500
2024-05,2024,5,May,Wednesday,Normal Weekday,Metro bus,397950
2024-05,2024,5,May,Wednesday,Normal Weekday,Metro train,641150
2024-05,2024,5,May,Wednesday,Normal Weekday,Regional bus,42700
2024-05,2024,5,May,Wednesday,Normal Weekday,Regional train,62550
2024-05,2024,5,May,Wednesday,Normal Weekday,Tram,508550
2024-06,2024,6,Jun,Friday,Normal Weekday,Metro bus,354100
2024-06,2024,6,Jun,Friday,Normal Weekday,Metro train,527550
2024-06,2024,6,Jun,Friday,Normal Weekday,Regional bus,37400
2024-06,2024,6,Jun,Friday,Normal Weekday,Regional train,55650
2024-06,2024,6,Jun,Friday,Normal Weekday,Tram,442750
2024-06,2024,6,Jun,Monday,Normal Weekday,Metro bus,347300
2024-06,2024,6,Jun,Monday,Normal Weekday,Metro train,500200
2024-06,2024,6,Jun,Monday,Normal Weekday,Regional bus,37350
2024-06,2024,6,Jun,Monday,Normal Weekday,Regional train,51500
2024-06,2024,6,Jun,Monday,Normal Weekday,Tram,403150
2024-06,2024,6,Jun,Saturday,Weekend,Metro bus,199950
2024-06,2024,6,Jun,Saturday,Weekend,Metro train,338500
2024-06,2024,6,Jun,Saturday,Weekend,Regional bus,16450
2024-06,2024,6,Jun,Saturday,Weekend,Regional train,38500
2024-06,2024,6,Jun,Saturday,Weekend,Tram,349950
2024-06,2024,6,Jun,Sunday,Weekend,Metro bus,139300
2024-06,2024,6,Jun,Sunday,Weekend,Metro train,258350
2024-06,2024,6,Jun,Sunday,Weekend,Regional bus,10300
2024-06,2024,6,Jun,Sunday,Weekend,Regional train,30450
2024-06,2024,6,Jun,Sunday,Weekend,Tram,246350
2024-06,2024,6,Jun,Thursday,Normal Weekday,Metro bus,374500
2024-06,2024,6,Jun,Thursday,Normal Weekday,Metro train,573850
2024-06,2024,6,Jun,Thursday,Normal Weekday,Regional bus,39600
2024-06,2024,6,Jun,Thursday,Normal Weekday,Regional train,57650
2024-06,2024,6,Jun,Thursday,Normal Weekday,Tram,463500
2024-06,2024,6,Jun,Tuesday,Normal Weekday,Metro bus,360200
2024-06,2024,6,Jun,Tuesday,Normal Weekday,Metro train,564000
2024-06,2024,6,Jun,Tuesday,Normal Weekday,Regional bus,37000
2024-06,2024,6,Jun,Tuesday,Normal Weekday,Regional train,56550
2024-06,2024,6,Jun,Tuesday,Normal Weekday,Tram,443050
2024-06,2024,6,Jun,Wednesday,Normal Weekday,Metro bus,369300
2024-06,2024,6,Jun,Wednesday,Normal Weekday,Metro train,582150
2024-06,2024,6,Jun,Wednesday,Normal Weekday,Regional bus,38750
2024-06,2024,6,Jun,Wednesday,Normal Weekday,Regional train,60550
2024-06,2024,6,Jun,Wednesday,Normal Weekday,Tram,459900
2024-07,2024,7,Jul,Friday,Normal Weekday,Metro bus,384550
2024-07,2024,7,Jul,Friday,Normal Weekday,Metro train,548450
2024-07,2024,7,Jul,Friday,Normal Weekday,Regional bus,39250
2024-07,2024,7,Jul,Friday,Normal Weekday,Regional train,58700
2024-07,2024,7,Jul,Friday,Normal Weekday,Tram,481800
2024-07,2024,7,Jul,Friday,School Holiday Weekday,Metro bus,319700
2024-07,2024,7,Jul,Friday,School Holiday Weekday,Metro train,553500
2024-07,2024,7,Jul,Friday,School Holiday Weekday,Regional bus,33000
2024-07,2024,7,Jul,Friday,School Holiday Weekday,Regional train,62250
2024-07,2024,7,Jul,Friday,School Holiday Weekday,Tram,446950
2024-07,2024,7,Jul,Monday,Normal Weekday,Metro bus,374200
2024-07,2024,7,Jul,Monday,Normal Weekday,Metro train,516200
2024-07,2024,7,Jul,Monday,Normal Weekday,Regional bus,37650
2024-07,2024,7,Jul,Monday,Normal Weekday,Regional train,52450
2024-07,2024,7,Jul,Monday,Normal Weekday,Tram,432400
2024-07,2024,7,Jul,Monday,School Holiday Weekday,Metro bus,320350
2024-07,2024,7,Jul,Monday,School Holiday Weekday,Metro train,464650
2024-07,2024,7,Jul,Monday,School Holiday Weekday,Regional bus,31600
2024-07,2024,7,Jul,Monday,School Holiday Weekday,Regional train,49800
2024-07,2024,7,Jul,Monday,School Holiday Weekday,Tram,394500
2024-07,2024,7,Jul,Saturday,Weekend,Metro bus,190350
2024-07,2024,7,Jul,Saturday,Weekend,Metro train,336100
2024-07,2024,7,Jul,Saturday,Weekend,Regional bus,16750
2024-07,2024,7,Jul,Saturday,Weekend,Regional train,41350
2024-07,2024,7,Jul,Saturday,Weekend,Tram,350900
2024-07,2024,7,Jul,Sunday,Weekend,Metro bus,142300
2024-07,2024,7,Jul,Sunday,Weekend,Metro train,255050
2024-07,2024,7,Jul,Sunday,Weekend,Regional bus,10300
2024-07,2024,7,Jul,Sunday,Weekend,Regional train,30100
2024-07,2024,7,Jul,Sunday,Weekend,Tram,251600
2024-07,2024,7,Jul,Thursday,Normal Weekday,Metro bus,400350
2024-07,2024,7,Jul,Thursday,Normal Weekday,Metro train,597250
2024-07,2024,7,Jul,Thursday,Normal Weekday,Regional bus,40000
2024-07,2024,7,Jul,Thursday,Normal Weekday,Regional train,61250
2024-07,2024,7,Jul,Thursday,Normal Weekday,Tram,502600
2024-07,2024,7,Jul,Thursday,School Holiday Weekday,Metro bus,339400
2024-07,2024,7,Jul,Thursday,School Holiday Weekday,Metro train,550100
2024-07,2024,7,Jul,Thursday,School Holiday Weekday,Regional bus,33200
2024-07,2024,7,Jul,Thursday,School Holiday Weekday,Regional train,62050
2024-07,2024,7,Jul,Thursday,School Holiday Weekday,Tram,455200
2024-07,2024,7,Jul,Tuesday,Normal Weekday,Metro bus,417900
2024-07,2024,7,Jul,Tuesday,Normal Weekday,Metro train,607100
2024-07,2024,7,Jul,Tuesday,Normal Weekday,Regional bus,39950
2024-07,2024,7,Jul,Tuesday,Normal Weekday,Regional train,58050
2024-07,2024,7,Jul,Tuesday,Normal Weekday,Tram,490650
2024-07,2024,7,Jul,Tuesday,School Holiday Weekday,Metro bus,319000
2024-07,2024,7,Jul,Tuesday,School Holiday Weekday,Metro train,526150
2024-07,2024,7,Jul,Tuesday,School Holiday Weekday,Regional bus,30750
2024-07,2024,7,Jul,Tuesday,School Holiday Weekday,Regional train,57450
2024-07,2024,7,Jul,Tuesday,School Holiday Weekday,Tram,421200
2024-07,2024,7,Jul,Wednesday,Normal Weekday,Metro bus,418650
2024-07,2024,7,Jul,Wednesday,Normal Weekday,Metro train,608000
2024-07,2024,7,Jul,Wednesday,Normal Weekday,Regional bus,41550
2024-07,2024,7,Jul,Wednesday,Normal Weekday,Regional train,61900
2024-07,2024,7,Jul,Wednesday,Normal Weekday,Tram,503900
2024-07,2024,7,Jul,Wednesday,School Holiday Weekday,Metro bus,350100
2024-07,2024,7,Jul,Wednesday,School Holiday Weekday,Metro train,552850
2024-07,2024,7,Jul,Wednesday,School Holiday Weekday,Regional bus,36000
2024-07,2024,7,Jul,Wednesday,School Holiday Weekday,Regional train,62050
2024-07,2024,7,Jul,Wednesday,School Holiday Weekday,Tram,462200
2024-08,2024,8,Aug,Friday,Normal Weekday,Metro bus,393400
2024-08,2024,8,Aug,Friday,Normal Weekday,Metro train,571750
2024-08,2024,8,Aug,Friday,Normal Weekday,Regional bus,38300
2024-08,2024,8,Aug,Friday,Normal Weekday,Regional train,57700
2024-08,2024,8,Aug,Friday,Normal Weekday,Tram,484100
2024-08,2024,8,Aug,Monday,Normal Weekday,Metro bus,400700
2024-08,2024,8,Aug,Monday,Normal Weekday,Metro train,557450
2024-08,2024,8,Aug,Monday,Normal Weekday,Regional bus,38300
2024-08,2024,8,Aug,Monday,Normal Weekday,Regional train,54750
2024-08,2024,8,Aug,Monday,Normal Weekday,Tram,450200
2024-08,2024,8,Aug,Saturday,Weekend,Metro bus,206050
2024-08,2024,8,Aug,Saturday,Weekend,Metro train,362500
2024-08,2024,8,Aug,Saturday,Weekend,Regional bus,18150
2024-08,2024,8,Aug,Saturday,Weekend,Regional train,41200
2024-08,2024,8,Aug,Saturday,Weekend,Tram,373200
2024-08,2024,8,Aug,Sunday,Weekend,Metro bus,147250
2024-08,2024,8,Aug,Sunday,Weekend,Metro train,305700
2024-08,2024,8,Aug,Sunday,Weekend,Regional bus,11200
2024-08,2024,8,Aug,Sunday,Weekend,Regional train,33300
2024-08,2024,8,Aug,Sunday,Weekend,Tram,276250
2024-08,2024,8,Aug,Thursday,Normal Weekday,Metro bus,431250
2024-08,2024,8,Aug,Thursday,Normal Weekday,Metro train,638550
2024-08,2024,8,Aug,Thursday,Normal Weekday,Regional bus,41100
2024-08,2024,8,Aug,Thursday,Normal Weekday,Regional train,62300
2024-08,2024,8,Aug,Thursday,Normal Weekday,Tram,507150
2024-08,2024,8,Aug,Tuesday,Normal Weekday,Metro bus,423950
2024-08,2024,8,Aug,Tuesday,Normal Weekday,Metro train,645200
2024-08,2024,8,Aug,Tuesday,Normal Weekday,Regional bus,39200
2024-08,2024,8,Aug,Tuesday,Normal Weekday,Regional train,63100
2024-08,2024,8,Aug,Tuesday,Normal Weekday,Tram,494950
2024-08,2024,8,Aug,Wednesday,Normal Weekday,Metro bus,424100
2024-08,2024,8,Aug,Wednesday,Normal Weekday,Metro train,638350
2024-08,2024,8,Aug,Wednesday,Normal Weekday,Regional bus,39800
2024-08,2024,8,Aug,Wednesday,Normal Weekday,Regional train,62900
2024-08,2024,8,Aug,Wednesday,Normal Weekday,Tram,501750
2024-09,2024,9,Sep,Friday,Normal Weekday,Metro bus,371750
2024-09,2024,9,Sep,Friday,Normal Weekday,Metro train,573200
2024-09,2024,9,Sep,Friday,Normal Weekday,Regional bus,33700
2024-09,2024,9,Sep,Friday,Normal Weekday,Regional train,58600
2024-09,2024,9,Sep,Friday,Normal Weekday,Tram,438800
2024-09,2024,9,Sep,Monday,Normal Weekday,Metro bus,362850
2024-09,2024,9,Sep,Monday,Normal Weekday,Metro train,511150
2024-09,2024,9,Sep,Monday,Normal Weekday,Regional bus,31500
2024-09,2024,9,Sep,Monday,Normal Weekday,Regional train,52650
2024-09,2024,9,Sep,Monday,Normal Weekday,Tram,394900
2024-09,2024,9,Sep,Monday,School Holiday Weekday,Metro bus,350050
2024-09,2024,9,Sep,Monday,School Holiday Weekday,Metro train,522100
2024-09,2024,9,Sep,Monday,School Holiday Weekday,Regional bus,30500
2024-09,2024,9,Sep,Monday,School Holiday Weekday,Regional train,58550
2024-09,2024,9,Sep,Monday,School Holiday Weekday,Tram,440850
2024-09,2024,9,Sep,Saturday,Weekend,Metro bus,190300
2024-09,2024,9,Sep,Saturday,Weekend,Metro train,364600
2024-09,2024,9,Sep,Saturday,Weekend,Regional bus,17750
2024-09,2024,9,Sep,Saturday,Weekend,Regional train,40550
2024-09,2024,9,Sep,Saturday,Weekend,Tram,323300
2024-09,2024,9,Sep,Sunday,Weekend,Metro bus,130400
2024-09,2024,9,Sep,Sunday,Weekend,Metro train,211450
2024-09,2024,9,Sep,Sunday,Weekend,Regional bus,10650
2024-09,2024,9,Sep,Sunday,Weekend,Regional train,25950
2024-09,2024,9,Sep,Sunday,Weekend,Tram,220750
2024-09,2024,9,Sep,Thursday,Normal Weekday,Metro bus,398150
2024-09,2024,9,Sep,Thursday,Normal Weekday,Metro train,622550
2024-09,2024,9,Sep,Thursday,Normal Weekday,Regional bus,37000
2024-09,2024,9,Sep,Thursday,Normal Weekday,Regional train,63800
2024-09,2024,9,Sep,Thursday,Normal Weekday,Tram,453750
2024-09,2024,9,Sep,Thursday,School Holiday Weekday,Metro bus,365050
2024-09,2024,9,Sep,Thursday,School Holiday Weekday,Metro train,606350
2024-09,2024,9,Sep,Thursday,School Holiday Weekday,Regional bus,33300
2024-09,2024,9,Sep,Thursday,School Holiday Weekday,Regional train,68900
2024-09,2024,9,Sep,Thursday,School Holiday Weekday,Tram,507000
2024-09,2024,9,Sep,Tuesday,Normal Weekday,Metro bus,413500
2024-09,2024,9,Sep,Tuesday,Normal Weekday,Metro train,632950
2024-09,2024,9,Sep,Tuesday,Normal Weekday,Regional bus,37050
2024-09,2024,9,Sep,Tuesday,Normal Weekday,Regional train,63700
2024-09,2024,9,Sep,Tuesday,Normal Weekday,Tram,469750
2024-09,2024,9,Sep,Tuesday,School Holiday Weekday,Metro bus,373000
2024-09,2024,9,Sep,Tuesday,School Holiday Weekday,Metro train,600700
2024-09,2024,9,Sep,Tuesday,School Holiday Weekday,Regional bus,31200
2024-09,2024,9,Sep,Tuesday,School Holiday Weekday,Regional train,68300
2024-09,2024,9,Sep,Tuesday,School Holiday Weekday,Tram,503000
2024-09,2024,9,Sep,Wednesday,Normal Weekday,Metro bus,404300
2024-09,2024,9,Sep,Wednesday,Normal Weekday,Metro train,621600
2024-09,2024,9,Sep,Wednesday,Normal Weekday,Regional bus,38300
2024-09,2024,9,Sep,Wednesday,Normal Weekday,Regional train,63400
2024-09,2024,9,Sep,Wednesday,Normal Weekday,Tram,451150
2024-09,2024,9,Sep,Wednesday,School Holiday Weekday,Metro bus,311700
2024-09,2024,9,Sep,Wednesday,School Holiday Weekday,Metro train,550200
2024-09,2024,9,Sep,Wednesday,School Holiday Weekday,Regional bus,27750
2024-09,2024,9,Sep,Wednesday,School Holiday Weekday,Regional train,62700
2024-09,2024,9,Sep,Wednesday,School Holiday Weekday,Tram,463650
2024-10,2024,10,Oct,Friday,Normal Weekday,Metro bus,370700
2024-10,2024,10,Oct,Friday,Normal Weekday,Metro train,524000
2024-10,2024,10,Oct,Friday,Normal Weekday,Regional bus,35100
2024-10,2024,10,Oct,Friday,Normal Weekday,Regional train,59600
2024-10,2024,10,Oct,Friday,Normal Weekday,Tram,499750
